timestamp,tof0,tof1
1734907677.560543,255.0,255.0
1734907677.5623102,255.0,255.0
1734907677.5631266,255.0,255.0
1734907677.5634382,255.0,255.0
1734907677.5643747,255.0,255.0
1734907677.5643919,255.0,255.0
1734907677.5658028,255.0,255.0
1734907677.5659,255.0,255.0
1734907677.5671225,255.0,255.0
1734907677.5673094,255.0,255.0
1734907677.5686595,255.0,255.0
1734907677.5687785,255.0,255.0
1734907677.570358,255.0,255.0
1734907677.5703802,255.0,255.0
1734907677.5713964,255.0,255.0
1734907677.5715954,255.0,255.0
1734907677.5726674,255.0,255.0
1734907677.5729456,255.0,255.0
1734907677.5741713,255.0,255.0
1734907677.5742111,255.0,255.0
1734907677.575615,255.0,255.0
1734907677.5757682,255.0,255.0
1734907677.5772474,255.0,255.0
1734907677.57727,255.0,255.0
1734907677.5790257,255.0,255.0
1734907677.5793529,255.0,255.0
1734907677.5808332,255.0,255.0
1734907677.5811806,255.0,255.0
1734907677.5820572,255.0,255.0
1734907677.5820959,255.0,255.0
1734907677.5834758,255.0,255.0
1734907677.583704,255.0,255.0
1734907677.5851765,255.0,255.0
1734907677.5855014,255.0,255.0
1734907677.5866485,255.0,255.0
1734907677.5871568,255.0,255.0
1734907677.5878623,255.0,255.0
1734907677.5882816,255.0,255.0
1734907677.5894153,255.0,255.0
1734907677.5895808,255.0,255.0
1734907677.590939,255.0,255.0
1734907677.5910168,255.0,255.0
1734907677.5923083,255.0,255.0
1734907677.59251,255.0,255.0
1734907677.5935352,255.0,255.0
1734907677.593764,255.0,255.0
1734907677.5950587,255.0,255.0
1734907677.5952551,255.0,255.0
1734907677.5966368,255.0,255.0
1734907677.5970926,255.0,255.0
1734907677.5982852,255.0,255.0
1734907677.5983503,255.0,255.0
1734907677.599587,255.0,255.0
1734907677.5997794,255.0,255.0
1734907677.6010153,255.0,255.0
1734907677.6013424,255.0,255.0
1734907677.6024957,255.0,255.0
1734907677.6025176,255.0,255.0
1734907677.6049724,255.0,255.0
1734907677.6051304,255.0,255.0
1734907677.6064386,255.0,255.0
1734907677.6064687,255.0,255.0
1734907677.6077423,255.0,255.0
1734907677.6078942,255.0,255.0
1734907677.609495,255.0,255.0
1734907677.6101487,255.0,255.0
1734907677.6107428,255.0,255.0
1734907677.6109593,255.0,255.0
1734907677.6119614,255.0,255.0
1734907677.6120827,255.0,255.0
1734907677.6137877,255.0,255.0
1734907677.6139143,255.0,255.0
1734907677.6150677,255.0,255.0
1734907677.6150923,255.0,255.0
1734907677.616672,255.0,255.0
1734907677.6170855,255.0,255.0
1734907677.618536,255.0,255.0
1734907677.6186619,255.0,255.0
1734907677.6197243,255.0,255.0
1734907677.6199017,255.0,255.0
